name,value
Barney Gumble,0.05555555555555555
Homer Simpson,0.7222222222222222
Bart Simpson,0.6666666666666666
Lisa Simpson,0.611111111111111
Patty Bouvier,0.4444444444444444
Selma Bouvier,0.4444444444444444
Moe Szyslak,0.4444444444444444
Joe Quimby,0.4444444444444444
Marge Simpson,0.611111111111111
Ned Flanders,0.5
Nelson Muntz,0.16666666666666666
Apu Nahasapeemapetilon,0.2222222222222222
Snake Jailbird,0.16666666666666666
Krusty the Clown,0.05555555555555555
Jasper Beardly,0.16666666666666666
Abe,0.16666666666666666
Ralph Wiggum,0.1111111111111111
Milhouse Van Houten,0.1111111111111111
Seymour Skinner,0.0
