name,value
Marge Simpson,0.7857142857142857
Lisa Simpson,0.7142857142857142
Homer Simpson,0.7857142857142857
Joe Quimby,0.21428571428571427
Maggie Simpson,0.2857142857142857
Snowball V,0.2857142857142857
Agnes Skinner,0.07142857142857142
Seymour Skinner,0.07142857142857142
Bart Simpson,0.5714285714285714
Moe Szyslak,0.2857142857142857
Nelson Muntz,0.3571428571428571
Milhouse Van Houten,0.3571428571428571
Krusty the Clown,0.14285714285714285
Dewey Largo,0.21428571428571427
Ned Flanders,0.14285714285714285
