name,value
Marge Simpson,0.1764705882352941
Homer Simpson,0.7647058823529411
Bart Simpson,0.47058823529411764
Lisa Simpson,0.47058823529411764
Abe,0.1764705882352941
Ned Flanders,0.29411764705882354
Maggie Simpson,0.1764705882352941
Lenny Leonard,0.1764705882352941
Carl Carlson,0.1764705882352941
Manjula Nahasapeemapetilon,0.058823529411764705
Apu Nahasapeemapetilon,0.058823529411764705
Rachel Jordan,0.1764705882352941
Maude Flanders,0.1764705882352941
Duff McShark,0.11764705882352941
Moe Szyslak,0.11764705882352941
Ralph Wiggum,0.11764705882352941
Barney Gumble,0.1764705882352941
Milhouse Van Houten,0.11764705882352941
