name,value
Bart Simpson,0.8571428571428571
Lisa Simpson,0.47619047619047616
Homer Simpson,0.7619047619047619
Leon Kompowsky,0.14285714285714285
Ned Flanders,0.09523809523809523
Fat Tony,0.09523809523809523
Seymour Skinner,0.14285714285714285
Milhouse Van Houten,0.19047619047619047
Krusty the Clown,0.047619047619047616
Martin Prince,0.14285714285714285
Nelson Muntz,0.14285714285714285
Moe Szyslak,0.047619047619047616
Marge Simpson,0.3333333333333333
Groundskeeper Willie,0.047619047619047616
Patty Bouvier,0.2857142857142857
Selma Bouvier,0.2857142857142857
Maggie Simpson,0.3333333333333333
Edna Krabappel,0.09523809523809523
Lurleen Lumpkin,0.09523809523809523
Otto Mann,0.047619047619047616
Samantha Stankey,0.19047619047619047
Herbert Powell,0.09523809523809523
