name,value
Marge Simpson,0.8125
Homer Simpson,0.9375
Maggie Simpson,0.125
Lisa Simpson,0.5
Bart Simpson,0.6875
Milhouse Van Houten,0.5
Ned Flanders,0.375
Nelson Muntz,0.4375
Kirk Van Houten,0.3125
Luann Van Houten,0.3125
Comic Book Guy,0.125
Moe Szyslak,0.0625
Donny (The Debarted),0.1875
Martin Prince,0.3125
Lurleen Lumpkin,0.125
Krusty the Clown,0.1875
Ralph Wiggum,0.0
