name,value
Marge Simpson,0.625
Bart Simpson,0.25
Lisa Simpson,0.1875
Homer Simpson,0.875
Judge Constance Harm,0.1875
Moe Szyslak,0.25
Gloria Jailbird,0.125
Snake Jailbird,0.125
Ned Flanders,0.0625
Patty Bouvier,0.25
Selma Bouvier,0.25
Artie Ziff,0.25
Mr. Burns,0.0625
Manjula Nahasapeemapetilon,0.0625
Apu Nahasapeemapetilon,0.0625
Eddie,0.25
Gil Gunderson,0.25
