name,value
Marge Simpson,0.34136661991120154
Mr. Burns,0.2478287009045572
Bart Simpson,0.3522987902285705
Homer Simpson,0.4655522912521127
Martin Prince,0.19775950808843382
Abe,0.08586649613790384
Lisa Simpson,0.17260486075399759
Maggie Simpson,0.1217008759590021
Seymour Skinner,0.26805368881004543
Sideshow Bob,0.051342742740163747
Krusty the Clown,0.051342742740163747
Ned Flanders,0.21205208034505615
Lionel Hutz,0.18184488631131873
Barney Gumble,0.16933839758173147
Apu Nahasapeemapetilon,0.16933839758173147
Clancy Wiggum,0.259019574748812
Bobo (Dog),0.1217008759590021
Ruth Powers,0.18184488631131873
Mindy Simmons,0.19775950808843382
"Waylon Smithers, Jr.",0.02515464849828652
Gary Chalmers,0.12131144735480526
Freddy Quimby,0.09040770178757951
