name,value
Marge Simpson,0.29369054111358434
Mr. Burns,0.13788226134393705
Bart Simpson,0.3630593941192055
Homer Simpson,0.3942246283545914
Abe,0.2284884114903001
Nelson Muntz,0.058495325358981685
Lisa Simpson,0.18492009939959056
Maggie Simpson,0.2555236350451953
Seymour Skinner,0.23308377131059277
Sideshow Bob,0.03666999730583732
Kodos,0.10585726790543433
Ned Flanders,0.06310723492641665
Milhouse Van Houten,0.15726650960050226
Fat Tony,0.06310723492641665
Moe Szyslak,0.2579933586813269
Edna Krabappel,0.05468827172842941
Ralph Wiggum,0.2284884114903001
Clancy Wiggum,0.23614628091084863
Gary Chalmers,0.058495325358981685
Lenny Leonard,0.11824185875361132
Carl Carlson,0.11824185875361132
Kirk Van Houten,0.08536572860871487
Luann Van Houten,0.08536572860871487
Troy McClure,0.2284884114903001
Hugo Simpson II,0.10585726790543434
Julius Hibbert,0.10585726790543432
Hank Scorpio,0.036165028844511136
Drederick Tatum,0.09313841141713283
Larry Burns,0.048814064158272406
Shary Bobbins,0.1368181649946044
Cecil Terwilliger,0.03666999730583732
Rex Banner,0.09113424832218983
Frank Grimes,0.11824185875361132
