name,value
Marge Simpson,0.4099027563159463
Bart Simpson,0.33788109883763234
Homer Simpson,0.41769919053245663
Nelson Muntz,0.2718038648031835
Lisa Simpson,0.40195208465019133
Maggie Simpson,0.21321303526717156
Seymour Skinner,9.840751925389662e-08
Krusty the Clown,0.11050793351477271
Ned Flanders,0.12230342131391818
Milhouse Van Houten,0.2718038648031835
Moe Szyslak,0.2316364039815467
Joe Quimby,0.18170411008894563
Agnes Skinner,9.840751925389662e-08
Snowball V,0.21321303526717156
Dewey Largo,0.17106076440742557
