name,value
Marge Simpson,0.449808031383895
Mr. Burns,0.08637513487134761
Bart Simpson,0.23262581973042187
Homer Simpson,0.5054314673469491
Lisa Simpson,0.20299813945944442
Ned Flanders,0.08637513487134761
Artie Ziff,0.24800962610201957
Patty Bouvier,0.24800962610201957
Selma Bouvier,0.24800962610201957
Moe Szyslak,0.24800962610201957
Apu Nahasapeemapetilon,1.105054355980477e-07
Snake Jailbird,0.10417900407740333
Manjula Nahasapeemapetilon,1.105054355980477e-07
Judge Constance Harm,0.20299813945944442
Gloria Jailbird,0.10417900407740333
Eddie,0.24800962610201957
Gil Gunderson,0.24800962610201957
